nct	canonical_payload	registered_enrollment	enrollment_type	n_registered_arms	n_distinct_response_cohorts	n_response_observations	max_single_cohort_denominator	max_single_cohort_pointer	largest_within_measure_om_index	groups_in_that_measure	within_measure_denominator_sum	pooled_label_in_that_measure	conflict_findings	summation_policy	disjointness_status
NCT00971867	ctg_results_bor_1999_2009.txt	11	ACTUAL	1	1	4	11	ctg_results_bor_1999_2009.txt::NCT00971867::outcomeMeasures[5]::groups[OG000]	5	1	11	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00874848	ctg_results_bor_1999_2009.txt	90	ACTUAL	2	2	4	41	ctg_results_bor_1999_2009.txt::NCT00874848::outcomeMeasures[0]::groups[OG000]	0	2	67	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00654238	ctg_results_bor_1999_2009.txt	59	ACTUAL	1	1	1	55	ctg_results_bor_1999_2009.txt::NCT00654238::outcomeMeasures[0]::groups[OG000]	0	1	55	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00756509	ctg_results_bor_1999_2009.txt	34	ACTUAL	1	1	2	41	ctg_results_bor_1999_2009.txt::NCT00756509::outcomeMeasures[0]::groups[OG000]	0	1	41	False	SINGLE_COHORT_EXCEEDS_ENROLLMENT__INTERNAL_INCONSISTENCY__INFERENCE_STOPPED|WITHIN_MEASURE_SUM_EXCEEDS_ENROLLMENT	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00375752	ctg_results_bor_1999_2009.txt	168	ACTUAL	2	2	2	66	ctg_results_bor_1999_2009.txt::NCT00375752::outcomeMeasures[0]::groups[OG000]	0	2	131	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00490776	ctg_results_bor_1999_2009.txt	9	ACTUAL	1	1	4	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00721734	ctg_results_bor_1999_2009.txt	50	ACTUAL	1	5	10	11	ctg_results_bor_1999_2009.txt::NCT00721734::outcomeMeasures[17]::groups[OG000]	17	5	47	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01648764	ctg_results_bor_1999_2009.txt	73	ACTUAL	2	14	14	12	ctg_results_bor_1999_2009.txt::NCT01648764::outcomeMeasures[5]::groups[OG013]	5	14	73	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00707655	ctg_results_bor_1999_2009.txt	8	ACTUAL	2	2	2	5	ctg_results_bor_1999_2009.txt::NCT00707655::outcomeMeasures[2]::groups[OG001]	2	2	8	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00971932	ctg_results_bor_1999_2009.txt	33	ACTUAL	1	1	3	33	ctg_results_bor_1999_2009.txt::NCT00971932::outcomeMeasures[0]::groups[OG000]	0	1	33	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00447421	ctg_results_bor_1999_2009.txt	9	ACTUAL	1	1	3	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00560352	ctg_results_bor_1999_2009.txt	16	ACTUAL	1	3	3	7	ctg_results_bor_1999_2009.txt::NCT00560352::outcomeMeasures[1]::groups[OG000]	1	3	14	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00593827	ctg_results_bor_1999_2009.txt	176	ACTUAL	2	2	2	89	ctg_results_bor_1999_2009.txt::NCT00593827::outcomeMeasures[2]::groups[OG001]	2	2	168	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00798096	ctg_results_bor_1999_2009.txt	18	ACTUAL	1	1	4	18	ctg_results_bor_1999_2009.txt::NCT00798096::outcomeMeasures[0]::groups[OG000]	0	1	18	True	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00574288	ctg_results_bor_1999_2009.txt	104	ACTUAL	2	6	6	42	ctg_results_bor_1999_2009.txt::NCT00574288::outcomeMeasures[1]::groups[OG005]	1	6	84	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00019682	ctg_results_bor_1999_2009.txt	185	ACTUAL	2	2	2	93	ctg_results_bor_1999_2009.txt::NCT00019682::outcomeMeasures[0]::groups[OG000]	0	2	178	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00651742	ctg_results_bor_1999_2009.txt	28	ACTUAL	1	1	2	27	ctg_results_bor_1999_2009.txt::NCT00651742::outcomeMeasures[0]::groups[OG000]	0	1	27	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00945191	ctg_results_bor_1999_2009.txt	24	ACTUAL	1	1	1	24	ctg_results_bor_1999_2009.txt::NCT00945191::outcomeMeasures[0]::groups[OG000]	0	1	24	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00932893	ctg_results_bor_1999_2009.txt	347	ACTUAL	2	2	2	174	ctg_results_bor_1999_2009.txt::NCT00932893::outcomeMeasures[3]::groups[OG001]	3	2	347	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00503867	ctg_results_bor_1999_2009.txt	10	ACTUAL	1	1	1	0			0	0	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT02013765	ctg_results_bor_1999_2009.txt	5	ACTUAL	1	1	1	5	ctg_results_bor_1999_2009.txt::NCT02013765::outcomeMeasures[5]::groups[OG000]	5	1	5	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00471328	ctg_results_bor_1999_2009.txt	248	ACTUAL	2	2	3	165	ctg_results_bor_1999_2009.txt::NCT00471328::outcomeMeasures[5]::groups[OG000]	5	2	248	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00949702	ctg_results_bor_1999_2009.txt	132	ACTUAL	1	1	2	132	ctg_results_bor_1999_2009.txt::NCT00949702::outcomeMeasures[0]::groups[OG000]	0	1	132	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00325234	ctg_results_bor_1999_2009.txt	135	ACTUAL	2	2	2	64	ctg_results_bor_1999_2009.txt::NCT00325234::outcomeMeasures[0]::groups[OG000]	0	2	125	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00728468	ctg_results_bor_1999_2009.txt	16	ACTUAL	1	1	1	7	ctg_results_bor_1999_2009.txt::NCT00728468::outcomeMeasures[14]::groups[OG000]	14	1	7	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00478426	ctg_results_bor_1999_2009.txt	34	ACTUAL	1	1	1	33	ctg_results_bor_1999_2009.txt::NCT00478426::outcomeMeasures[0]::groups[OG000]	0	1	33	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00254540	ctg_results_bor_1999_2009.txt	51	ACTUAL	1	2	2	26	ctg_results_bor_1999_2009.txt::NCT00254540::outcomeMeasures[0]::groups[OG001]	0	2	51	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00947856	ctg_results_bor_1999_2009.txt	110	ACTUAL	2	4	8	32	ctg_results_bor_1999_2009.txt::NCT00947856::outcomeMeasures[0]::groups[OG003]	0	4	64	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00633594	ctg_results_bor_1999_2009.txt	39	ACTUAL	1	4	4	29	ctg_results_bor_1999_2009.txt::NCT00633594::outcomeMeasures[3]::groups[OG001]	2	2	39	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00520845	ctg_results_bor_1999_2009.txt	23	ACTUAL	1	1	1	19	ctg_results_bor_1999_2009.txt::NCT00520845::outcomeMeasures[1]::groups[OG000]	1	1	19	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00778817	ctg_results_bor_1999_2009.txt	20	ACTUAL	1	1	1	20	ctg_results_bor_1999_2009.txt::NCT00778817::outcomeMeasures[3]::groups[OG000]	3	1	20	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00419159	ctg_results_bor_1999_2009.txt	199	ACTUAL	2	2	4	100	ctg_results_bor_1999_2009.txt::NCT00419159::outcomeMeasures[1]::groups[OG001]	1	2	199	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00500903	ctg_results_bor_1999_2009.txt	87	ACTUAL	3	1	1	87	ctg_results_bor_1999_2009.txt::NCT00500903::outcomeMeasures[55]::groups[OG000]	55	1	87	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00607724	ctg_results_bor_1999_2009.txt	68	ACTUAL	7	9	17	16	ctg_results_bor_1999_2009.txt::NCT00607724::outcomeMeasures[10]::groups[OG006]	10	7	66	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00112905	ctg_results_bor_1999_2009.txt	27	ACTUAL	1	1	1	22	ctg_results_bor_1999_2009.txt::NCT00112905::outcomeMeasures[3]::groups[OG000]	3	1	22	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00087139	ctg_results_bor_1999_2009.txt	124	ACTUAL	1	3	3	25	ctg_results_bor_1999_2009.txt::NCT00087139::outcomeMeasures[1]::groups[OG001]	1	3	71	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00633464	ctg_results_bor_1999_2009.txt	79	ACTUAL	2	2	4	40	ctg_results_bor_1999_2009.txt::NCT00633464::outcomeMeasures[2]::groups[OG000]	2	2	79	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00690430	ctg_results_bor_1999_2009.txt	186	ACTUAL	2	2	4	52	ctg_results_bor_1999_2009.txt::NCT00690430::outcomeMeasures[4]::groups[OG001]	4	2	103	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00551421	ctg_results_bor_1999_2009.txt	17	ACTUAL	1	1	1	7	ctg_results_bor_1999_2009.txt::NCT00551421::outcomeMeasures[1]::groups[OG000]	1	1	7	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00856375	ctg_results_bor_1999_2009.txt	83	ACTUAL	2	2	2	42	ctg_results_bor_1999_2009.txt::NCT00856375::outcomeMeasures[2]::groups[OG000]	2	2	83	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01289028	ctg_results_bor_1999_2009.txt	125	ACTUAL	1	1	3	125	ctg_results_bor_1999_2009.txt::NCT01289028::outcomeMeasures[3]::groups[OG000]	3	1	125	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00949910	ctg_results_bor_1999_2009.txt	6586	ACTUAL	1	1	2	6586	ctg_results_bor_1999_2009.txt::NCT00949910::outcomeMeasures[0]::groups[OG000]	0	1	6586	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00659425	ctg_results_bor_1999_2009.txt	57	ACTUAL	10	10	10	12	ctg_results_bor_1999_2009.txt::NCT00659425::outcomeMeasures[9]::groups[OG009]	9	10	47	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01032291	ctg_results_bor_1999_2009.txt	51	ACTUAL	2	2	2	21	ctg_results_bor_1999_2009.txt::NCT01032291::outcomeMeasures[1]::groups[OG000]	1	2	42	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT02013830	ctg_results_bor_1999_2009.txt	45	ACTUAL	1	1	1	44	ctg_results_bor_1999_2009.txt::NCT02013830::outcomeMeasures[0]::groups[OG000]	0	1	44	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00586105	ctg_results_bor_1999_2009.txt	39	ACTUAL	1	1	2	5	ctg_results_bor_1999_2009.txt::NCT00586105::outcomeMeasures[8]::groups[OG000]	8	1	5	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00301067	ctg_results_bor_1999_2009.txt	20	ACTUAL	4	1	1	20	ctg_results_bor_1999_2009.txt::NCT00301067::outcomeMeasures[4]::groups[OG000]	4	1	20	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00842712	ctg_results_bor_1999_2009.txt	232	ACTUAL	7	3	3	85	ctg_results_bor_1999_2009.txt::NCT00842712::outcomeMeasures[4]::groups[OG000]	4	3	220	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00398567	ctg_results_bor_1999_2009.txt	45	ACTUAL	3	1	2	28	ctg_results_bor_1999_2009.txt::NCT00398567::outcomeMeasures[1]::groups[OG000]	1	1	28	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00585195	ctg_results_bor_1999_2009.txt	596	ACTUAL	1	6	6	116	ctg_results_bor_1999_2009.txt::NCT00585195::outcomeMeasures[30]::groups[OG004]	30	6	356	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00281528	ctg_results_bor_1999_2009.txt	208	ACTUAL	3	3	3	79	ctg_results_bor_1999_2009.txt::NCT00281528::outcomeMeasures[1]::groups[OG002]	1	3	208	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00098865	ctg_results_bor_1999_2009.txt	15	ACTUAL	1	1	1	15	ctg_results_bor_1999_2009.txt::NCT00098865::outcomeMeasures[1]::groups[OG000]	1	1	15	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00517530	ctg_results_bor_1999_2009.txt	134	ACTUAL	8	5	5	22	ctg_results_bor_1999_2009.txt::NCT00517530::outcomeMeasures[1]::groups[OG001]	1	5	100	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00531284	ctg_results_bor_1999_2009.txt	184	ACTUAL	17	19	20	65	ctg_results_bor_1999_2009.txt::NCT00531284::outcomeMeasures[1]::groups[OG000]	2	19	184	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00268905	ctg_results_bor_1999_2009.txt	64	ACTUAL	3	3	3	43	ctg_results_bor_1999_2009.txt::NCT00268905::outcomeMeasures[2]::groups[OG000]	2	3	63	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00361842	ctg_results_bor_1999_2009.txt	65	ACTUAL	1	2	2	24	ctg_results_bor_1999_2009.txt::NCT00361842::outcomeMeasures[0]::groups[OG001]	0	2	45	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01016483	ctg_results_bor_1999_2009.txt	141	ACTUAL	4	2	2	44	ctg_results_bor_1999_2009.txt::NCT01016483::outcomeMeasures[22]::groups[OG000]	22	2	88	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00063154	ctg_results_bor_1999_2009.txt	51	ACTUAL	1	1	2	38	ctg_results_bor_1999_2009.txt::NCT00063154::outcomeMeasures[1]::groups[OG000]	1	1	38	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00101283	ctg_results_bor_1999_2009.txt	32	ACTUAL	2	2	2	16	ctg_results_bor_1999_2009.txt::NCT00101283::outcomeMeasures[0]::groups[OG000]	0	2	29	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00965718	ctg_results_bor_1999_2009.txt	20	ACTUAL	1	1	1	16	ctg_results_bor_1999_2009.txt::NCT00965718::outcomeMeasures[0]::groups[OG000]	0	1	16	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00508404	ctg_results_bor_1999_2009.txt	154	ACTUAL	1	2	8	85	ctg_results_bor_1999_2009.txt::NCT00508404::outcomeMeasures[0]::groups[OG000]	0	2	143	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00421889	ctg_results_bor_1999_2009.txt	80	ACTUAL	1	9	9	35	ctg_results_bor_1999_2009.txt::NCT00421889::outcomeMeasures[1]::groups[OG005]	1	9	80	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00535873	ctg_results_bor_1999_2009.txt	61	ACTUAL	1	1	1	60	ctg_results_bor_1999_2009.txt::NCT00535873::outcomeMeasures[0]::groups[OG000]	0	1	60	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00337103	ctg_results_bor_1999_2009.txt	1276	ACTUAL	2	2	2	554	ctg_results_bor_1999_2009.txt::NCT00337103::outcomeMeasures[4]::groups[OG000]	4	2	1102	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00630786	ctg_results_bor_1999_2009.txt	53	ACTUAL	1	2	2	25	ctg_results_bor_1999_2009.txt::NCT00630786::outcomeMeasures[1]::groups[OG001]	1	2	43	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01014936	ctg_results_bor_1999_2009.txt	149	ACTUAL	3	3	3	62	ctg_results_bor_1999_2009.txt::NCT01014936::outcomeMeasures[56]::groups[OG002]	56	3	149	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00437268	ctg_results_bor_1999_2009.txt	26	ACTUAL	2	2	4	13	ctg_results_bor_1999_2009.txt::NCT00437268::outcomeMeasures[1]::groups[OG000]	1	2	25	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00401843	ctg_results_bor_1999_2009.txt	307	ACTUAL	3	2	2	137	ctg_results_bor_1999_2009.txt::NCT00401843::outcomeMeasures[1]::groups[OG000]	1	2	268	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00961415	ctg_results_bor_1999_2009.txt	376	ACTUAL	3	2	2	128	ctg_results_bor_1999_2009.txt::NCT00961415::outcomeMeasures[2]::groups[OG001]	2	2	253	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT01674062	ctg_results_bor_1999_2009.txt	95	ACTUAL	2	2	5	66	ctg_results_bor_1999_2009.txt::NCT01674062::outcomeMeasures[0]::groups[OG000]	0	1	66	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00688623	ctg_results_bor_1999_2009.txt	73	ACTUAL	1	1	6	73	ctg_results_bor_1999_2009.txt::NCT00688623::outcomeMeasures[2]::groups[OG000]	2	1	73	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
NCT00570713	ctg_results_bor_1999_2009.txt	155	ACTUAL	2	2	2	78	ctg_results_bor_1999_2009.txt::NCT00570713::outcomeMeasures[2]::groups[OG000]	2	2	155	False	NO_CONFLICT_DETECTED	NOT_A_PATIENT_COUNT__NO_CROSS_MEASURE_SUM_EMITTED	DISJOINTNESS_UNVERIFIABLE__NO_participantFlowModule_IN_CACHE
