obs_id	nct	canonical_payload	om_index	results_group_id	class_index	class_title	category_index	category_title	measurement_value_raw	measurement_spread	measurement_lower	measurement_upper	measurement_comment	om_param_type	om_unit_of_measure	class_denom_units	class_denom_value_for_group	source_pointer
NCT03159195#om6#OG000	NCT03159195	ctg_results_bor_2014_2017.txt	6	OG000	3	Stable Disease <24 Weeks	0		1.4					NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03159195::outcomeMeasures[6]::groups[OG000]::classes[3]::categories[0]
NCT03159195#om6#OG001	NCT03159195	ctg_results_bor_2014_2017.txt	6	OG001	0	Complete Response	0		8.5					NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03159195::outcomeMeasures[6]::groups[OG001]::classes[0]::categories[0]
NCT03159195#om6#OG001	NCT03159195	ctg_results_bor_2014_2017.txt	6	OG001	1	Partial Response	0		65.5					NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03159195::outcomeMeasures[6]::groups[OG001]::classes[1]::categories[0]
NCT03159195#om6#OG001	NCT03159195	ctg_results_bor_2014_2017.txt	6	OG001	2	Stable Disease >=24 Weeks	0		11.0					NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03159195::outcomeMeasures[6]::groups[OG001]::classes[2]::categories[0]
NCT03159195#om6#OG001	NCT03159195	ctg_results_bor_2014_2017.txt	6	OG001	3	Stable Disease <24 Weeks	0		3.2					NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03159195::outcomeMeasures[6]::groups[OG001]::classes[3]::categories[0]
NCT02325739#om2#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	2	OG000	0		0		0		0.0	16.8		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT02325739#om3#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG000	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT02325739#om3#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG000	1	Partial Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG000]::classes[1]::categories[0]
NCT02325739#om3#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG000	2	Stable Disease	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG000]::classes[2]::categories[0]
NCT02325739#om3#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG000	3	Progressive Disease	0		7					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG000]::classes[3]::categories[0]
NCT02325739#om3#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG000	4	Unknown	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG000]::classes[4]::categories[0]
NCT02325739#om3#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG001	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT02325739#om3#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG001	1	Partial Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG001]::classes[1]::categories[0]
NCT02325739#om3#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG001	2	Stable Disease	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG001]::classes[2]::categories[0]
NCT02325739#om3#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG001	3	Progressive Disease	0		4					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG001]::classes[3]::categories[0]
NCT02325739#om3#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG001	4	Unknown	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG001]::classes[4]::categories[0]
NCT02325739#om3#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG002	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG002]::classes[0]::categories[0]
NCT02325739#om3#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG002	1	Partial Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG002]::classes[1]::categories[0]
NCT02325739#om3#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG002	2	Stable Disease	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG002]::classes[2]::categories[0]
NCT02325739#om3#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG002	3	Progressive Disease	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG002]::classes[3]::categories[0]
NCT02325739#om3#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG002	4	Unknown	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG002]::classes[4]::categories[0]
NCT02325739#om3#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG003	0	Complete Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG003]::classes[0]::categories[0]
NCT02325739#om3#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG003	1	Partial Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG003]::classes[1]::categories[0]
NCT02325739#om3#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG003	2	Stable Disease	0		12					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG003]::classes[2]::categories[0]
NCT02325739#om3#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG003	3	Progressive Disease	0		11					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG003]::classes[3]::categories[0]
NCT02325739#om3#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG003	4	Unknown	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG003]::classes[4]::categories[0]
NCT02325739#om3#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG004	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG004]::classes[0]::categories[0]
NCT02325739#om3#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG004	1	Partial Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG004]::classes[1]::categories[0]
NCT02325739#om3#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG004	2	Stable Disease	0		9					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG004]::classes[2]::categories[0]
NCT02325739#om3#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG004	3	Progressive Disease	0		8					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG004]::classes[3]::categories[0]
NCT02325739#om3#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG004	4	Unknown	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG004]::classes[4]::categories[0]
NCT02325739#om3#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG005	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG005]::classes[0]::categories[0]
NCT02325739#om3#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG005	1	Partial Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG005]::classes[1]::categories[0]
NCT02325739#om3#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG005	2	Stable Disease	0		4					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG005]::classes[2]::categories[0]
NCT02325739#om3#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG005	3	Progressive Disease	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG005]::classes[3]::categories[0]
NCT02325739#om3#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG005	4	Unknown	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG005]::classes[4]::categories[0]
NCT02325739#om3#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG006	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG006]::classes[0]::categories[0]
NCT02325739#om3#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG006	1	Partial Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG006]::classes[1]::categories[0]
NCT02325739#om3#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG006	2	Stable Disease	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG006]::classes[2]::categories[0]
NCT02325739#om3#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG006	3	Progressive Disease	0		3					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG006]::classes[3]::categories[0]
NCT02325739#om3#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG006	4	Unknown	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG006]::classes[4]::categories[0]
NCT02325739#om3#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG007	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG007]::classes[0]::categories[0]
NCT02325739#om3#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG007	1	Partial Response	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG007]::classes[1]::categories[0]
NCT02325739#om3#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG007	2	Stable Disease	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG007]::classes[2]::categories[0]
NCT02325739#om3#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG007	3	Progressive Disease	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG007]::classes[3]::categories[0]
NCT02325739#om3#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG007	4	Unknown	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG007]::classes[4]::categories[0]
NCT02325739#om3#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG008	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG008]::classes[0]::categories[0]
NCT02325739#om3#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG008	1	Partial Response	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG008]::classes[1]::categories[0]
NCT02325739#om3#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG008	2	Stable Disease	0		11					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG008]::classes[2]::categories[0]
NCT02325739#om3#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG008	3	Progressive Disease	0		16					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG008]::classes[3]::categories[0]
NCT02325739#om3#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG008	4	Unknown	0		1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG008]::classes[4]::categories[0]
NCT02325739#om3#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG009	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG009]::classes[0]::categories[0]
NCT02325739#om3#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG009	1	Partial Response	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG009]::classes[1]::categories[0]
NCT02325739#om3#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG009	2	Stable Disease	0		20					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG009]::classes[2]::categories[0]
NCT02325739#om3#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG009	3	Progressive Disease	0		6					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG009]::classes[3]::categories[0]
NCT02325739#om3#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG009	4	Unknown	0		8					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG009]::classes[4]::categories[0]
NCT02325739#om3#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG010	0	Complete Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG010]::classes[0]::categories[0]
NCT02325739#om3#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG010	1	Partial Response	0		0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG010]::classes[1]::categories[0]
NCT02325739#om3#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG010	2	Stable Disease	0		6					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG010]::classes[2]::categories[0]
NCT02325739#om3#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG010	3	Progressive Disease	0		12					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG010]::classes[3]::categories[0]
NCT02325739#om3#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	3	OG010	4	Unknown	0		2					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[3]::groups[OG010]::classes[4]::categories[0]
NCT02325739#om4#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG000	0		0		0		0.0	28.5		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG000]::classes[0]::categories[0]
NCT02325739#om4#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG001	0		0		16.7		0.4	64.1		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG001]::classes[0]::categories[0]
NCT02325739#om4#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG002	0		0		20.0		0.5	71.6		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG002]::classes[0]::categories[0]
NCT02325739#om4#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG003	0		0		3.8		0.1	19.6		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG003]::classes[0]::categories[0]
NCT02325739#om4#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG004	0		0		0		0.0	17.6		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG004]::classes[0]::categories[0]
NCT02325739#om4#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG005	0		0		14.3		0.4	57.9		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG005]::classes[0]::categories[0]
NCT02325739#om4#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG006	0		0		16.7		0.4	64.1		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG006]::classes[0]::categories[0]
NCT02325739#om4#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG007	0		0		16.7		0.4	64.1		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG007]::classes[0]::categories[0]
NCT02325739#om4#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG008	0		0		6.7		0.8	22.1		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG008]::classes[0]::categories[0]
NCT02325739#om4#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	4	OG009	0		0		5.6		0.7	18.7		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[4]::groups[OG009]::classes[0]::categories[0]
NCT02325739#om5#OG000	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG000	0		0		18.2		2.3	51.8		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG000]::classes[0]::categories[0]
NCT02325739#om5#OG001	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG001	0		0		33.3		4.3	77.7		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG001]::classes[0]::categories[0]
NCT02325739#om5#OG002	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG002	0		0		60.0		14.7	94.7		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG002]::classes[0]::categories[0]
NCT02325739#om5#OG003	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG003	0		0		50.0		29.9	70.1		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG003]::classes[0]::categories[0]
NCT02325739#om5#OG004	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG004	0		0		47.4		24.4	71.1		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG004]::classes[0]::categories[0]
NCT02325739#om5#OG005	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG005	0		0		71.4		29.0	96.3		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG005]::classes[0]::categories[0]
NCT02325739#om5#OG006	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG006	0		0		50.0		11.8	88.2		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG006]::classes[0]::categories[0]
NCT02325739#om5#OG007	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG007	0		0		50.0		11.8	88.2		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG007]::classes[0]::categories[0]
NCT02325739#om5#OG008	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG008	0		0		43.3		25.5	62.6		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG008]::classes[0]::categories[0]
NCT02325739#om5#OG009	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG009	0		0		61.1		43.5	76.9		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG009]::classes[0]::categories[0]
NCT02325739#om5#OG010	NCT02325739	ctg_results_bor_2014_2017.txt	5	OG010	0		0		30.0		11.9	54.3		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02325739::outcomeMeasures[5]::groups[OG010]::classes[0]::categories[0]
NCT02711956#om2#OG000	NCT02711956	ctg_results_bor_2014_2017.txt	2	OG000	0		0		4.4		0.5	15.1		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02711956::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT02711956#om2#OG001	NCT02711956	ctg_results_bor_2014_2017.txt	2	OG001	0		0		23.3		9.9	42.3		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02711956::outcomeMeasures[2]::groups[OG001]::classes[0]::categories[0]
NCT02711956#om3#OG000	NCT02711956	ctg_results_bor_2014_2017.txt	3	OG000	0		0		2.6		0.1	13.5		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02711956::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT02711956#om3#OG001	NCT02711956	ctg_results_bor_2014_2017.txt	3	OG001	0		0		3.8		0.1	19.6		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02711956::outcomeMeasures[3]::groups[OG001]::classes[0]::categories[0]
NCT03308942#om0#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	0	OG000	0		0		56.3		29.9	80.2		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om1#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	1	OG000	0		0		20.0		5.7	43.7		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om2#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	2	OG000	0		0		0		0.0	84.2		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[2]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om3#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	3	OG000	0		0		9.1		0.2	41.3		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[3]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om16#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	16	OG000	0		0		87.5		61.7	98.4		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[16]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om17#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	17	OG000	0		0		70.0		45.7	88.1		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[17]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om18#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	18	OG000	0		0		50.0		1.3	98.7		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[18]::groups[OG000]::classes[0]::categories[0]
NCT03308942#om19#OG000	NCT03308942	ctg_results_bor_2014_2017.txt	19	OG000	0		0		54.5		23.4	83.3		NUMBER	Percentage of participants			ctg_results_bor_2014_2017.txt::NCT03308942::outcomeMeasures[19]::groups[OG000]::classes[0]::categories[0]
NCT03206970#om0#OG000	NCT03206970	ctg_results_bor_2014_2017.txt	0	OG000	0		0		72					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT03206970::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT03206970#om4#OG000	NCT03206970	ctg_results_bor_2014_2017.txt	4	OG000	0		0		72					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT03206970::outcomeMeasures[4]::groups[OG000]::classes[0]::categories[0]
NCT02702388#om0#OG000	NCT02702388	ctg_results_bor_2014_2017.txt	0	OG000	0		0		57.3		46.1	68.5		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02702388::outcomeMeasures[0]::groups[OG000]::classes[0]::categories[0]
NCT02702388#om0#OG001	NCT02702388	ctg_results_bor_2014_2017.txt	0	OG001	0		0		40.3		29.3	51.2		NUMBER	percentage of participants			ctg_results_bor_2014_2017.txt::NCT02702388::outcomeMeasures[0]::groups[OG001]::classes[0]::categories[0]
NCT02073123#om1#OG000	NCT02073123	ctg_results_bor_2014_2017.txt	1	OG000	0		0	Complete Response	0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02073123::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[0]
NCT02073123#om1#OG000	NCT02073123	ctg_results_bor_2014_2017.txt	1	OG000	0		1	Partial Response	0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02073123::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[1]
NCT02073123#om1#OG000	NCT02073123	ctg_results_bor_2014_2017.txt	1	OG000	0		2	No Response	4					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02073123::outcomeMeasures[1]::groups[OG000]::classes[0]::categories[2]
NCT02073123#om1#OG001	NCT02073123	ctg_results_bor_2014_2017.txt	1	OG001	0		0	Complete Response	0					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02073123::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[0]
NCT02073123#om1#OG001	NCT02073123	ctg_results_bor_2014_2017.txt	1	OG001	0		1	Partial Response	1					COUNT_OF_PARTICIPANTS	Participants			ctg_results_bor_2014_2017.txt::NCT02073123::outcomeMeasures[1]::groups[OG001]::classes[0]::categories[1]
