record_type	nct_id	payload_file	outcome_measure_index	outcome_measure_title	group_id	group_title	class_index	class_title	category_title	category_value_raw	category_value_int	producer_label	producer_kept	reported_denominator_participants	sum_all_integer_categories_in_class	residual_denominator_minus_sum	stored_cells_CR_PR_SD_PD	stored_evaluable_n	job1_classification	overwrite_scope	conflicting_overwrite	corrected_reading_status	note	source_pointer
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Stable Disease (SD)	5	5	SD	kept	21	21	0	CR=0;PR=0;SD=5;PD=0	5	unsupported	within_class	False	RECOVERABLE_FULL_VECTOR; FOUR_CELL_LABEL_NOT_IDENTIFYING		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[16] :: groups[OG026]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (PD) as per tumor assessment	0	0	PD	overwritten(label PD, value 0 lost)	21	21	0	CR=0;PR=0;SD=5;PD=0	5	unsupported	within_class	False	RECOVERABLE_FULL_VECTOR; FOUR_CELL_LABEL_NOT_IDENTIFYING		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[16] :: groups[OG026]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Progressive Disease (PD) as per clinical assessment	0	0	PD	kept(last write, label PD)	21	21	0	CR=0;PR=0;SD=5;PD=0	5	unsupported	within_class	False	RECOVERABLE_FULL_VECTOR; FOUR_CELL_LABEL_NOT_IDENTIFYING		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[16] :: groups[OG026]
CATEGORY	NCT02829723	ctg_results_bor_2014_2017.txt	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	Unknown	16	16		dropped	21	21	0	CR=0;PR=0;SD=5;PD=0	5	unsupported	within_class	False	RECOVERABLE_FULL_VECTOR; FOUR_CELL_LABEL_NOT_IDENTIFYING		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[16] :: groups[OG026]
ROW	NCT02829723	ctg_results_bor_2014_2017.txt	16	Phase I and II: Best Overall Response (BOR) (Sustained) Per iRANO	OG026	Phase II: BLZ945 700 mg 4d on/10d Off QD + PDR001 400 mg Q4W	0	<untitled>	(corrected reading)		21			21	21	0	CR=0;PR=0;SD=5;PD=0	5	unsupported	within_class	False	RECOVERABLE_FULL_VECTOR; FOUR_CELL_LABEL_NOT_IDENTIFYING	within-class collision on label(s) PD with equal values; stored label does not identify which reported category it is	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02829723] :: outcomeMeasures[16] :: groups[OG026]
CLASS	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	(all 5 categories)		136		kept=4;dropped=1;overwritten=0	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE	dropped: IN	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CATEGORY	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	CR	1	1	CR	kept	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CATEGORY	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	PR	19	19	PR	kept	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CATEGORY	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	SD	32	32	SD	kept	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CATEGORY	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	PD	76	76	PD	kept	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CATEGORY	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	IN	8	8		dropped	136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
ROW	NCT02879162	ctg_results_bor_2014_2017.txt	0	Objective Response Rate Measured by RECIST Version 1.1	OG000	Durvalumab + Tremelimumab	0	<untitled>	(corrected reading)		136			136	136	0	CR=1;PR=19;SD=32;PD=76	128	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02879162] :: outcomeMeasures[0] :: groups[OG000]
CLASS	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	(all 5 categories)		20		kept=4;dropped=1;overwritten=0	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE	dropped: Missing	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CATEGORY	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	Complete response	1	1	CR	kept	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CATEGORY	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	Partial response	0	0	PR	kept	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CATEGORY	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	Stable disease	3	3	SD	kept	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CATEGORY	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	Progressive disease	15	15	PD	kept	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CATEGORY	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	Missing	1	1		dropped	20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
ROW	NCT02895360	ctg_results_bor_2014_2017.txt	6	Anti-tumor Activity of BAL101553 by Best Response Rate Per RECIST / RANO Criteria	OG000	Phase 1- in the FAP	0	<untitled>	(corrected reading)		20			20	20	0	CR=1;PR=0;SD=3;PD=15	19	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02895360] :: outcomeMeasures[6] :: groups[OG000]
CLASS	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	(all 5 categories)		16		kept=4;dropped=1;overwritten=0	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE	dropped: Not evaluable	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	Complete Response	0	0	CR	kept	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	Partial Response	0	0	PR	kept	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	Stable Disease	2	2	SD	kept	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	Progressive Disease	13	13	PD	kept	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	Not evaluable	1	1		dropped	16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
ROW	NCT02994953	ctg_results_bor_2014_2017.txt	5	Part B: Number of Participants With Confirmed Best Overall Response (BOR) Assessed by Investigator Using Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1	OG000	Part B Cohort 1: UC Cohort Stage 1 Combination Therapy (Experimental)	0	<untitled>	(corrected reading)		16			16	16	0	CR=0;PR=0;SD=2;PD=13	15	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[5] :: groups[OG000]
CLASS	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(all 6 categories)		9		kept=4;dropped=2;overwritten=0	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE	dropped: Non CR/Non PD | Not Evaluable	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Complete Response (CR)	0	0	CR	kept	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Partial Response (PR)	0	0	PR	kept	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Stable Disease (SD)	2	2	SD	kept	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Progressive Disease (PD)	6	6	PD	kept	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Non CR/Non PD	0	0		dropped	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Not Evaluable	1	1		dropped	9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
ROW	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG000	Part A Cohort 1: M9241 4 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(corrected reading)		9			9	9	0	CR=0;PR=0;SD=2;PD=6	8	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG000]
CLASS	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(all 6 categories)		7		kept=4;dropped=2;overwritten=0	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE	dropped: Non CR/Non PD | Not Evaluable	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Complete Response (CR)	1	1	CR	kept	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Partial Response (PR)	0	0	PR	kept	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Stable Disease (SD)	2	2	SD	kept	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Progressive Disease (PD)	3	3	PD	kept	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Non CR/Non PD	0	0		dropped	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Not Evaluable	1	1		dropped	7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
ROW	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG001	Part A Cohort 2: M9241 8 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(corrected reading)		7			7	7	0	CR=1;PR=0;SD=2;PD=3	6	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG001]
CLASS	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(all 6 categories)		7		kept=4;dropped=2;overwritten=0	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE	dropped: Non CR/Non PD | Not Evaluable	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Complete Response (CR)	0	0	CR	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Partial Response (PR)	0	0	PR	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Stable Disease (SD)	2	2	SD	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Progressive Disease (PD)	4	4	PD	kept	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Non CR/Non PD	0	0		dropped	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	Not Evaluable	1	1		dropped	7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
ROW	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG002	Part A Cohort 3: M9241 12 mcg/kg + Avelumab 10 mg/kg	0	<untitled>	(corrected reading)		7			7	7	0	CR=0;PR=0;SD=2;PD=4	6	unsupported	none	False	RECOVERABLE	single class, denominator read from denoms, all integer categories sum exactly to it	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG002]
CLASS	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG003	Part A Cohort 4: M9241 16.8 mcg/kg +Avelumab 10 mg/kg	0	<untitled>	(all 6 categories)		6		kept=4;dropped=2;overwritten=0	6	6	0	CR=1;PR=0;SD=1;PD=2	4	unsupported	none	False	RECOVERABLE	dropped: Non CR/Non PD | Not Evaluable	ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG003]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG003	Part A Cohort 4: M9241 16.8 mcg/kg +Avelumab 10 mg/kg	0	<untitled>	Complete Response (CR)	1	1	CR	kept	6	6	0	CR=1;PR=0;SD=1;PD=2	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG003]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG003	Part A Cohort 4: M9241 16.8 mcg/kg +Avelumab 10 mg/kg	0	<untitled>	Partial Response (PR)	0	0	PR	kept	6	6	0	CR=1;PR=0;SD=1;PD=2	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG003]
CATEGORY	NCT02994953	ctg_results_bor_2014_2017.txt	23	Part A: Number of Participants With Confirmed Best Overall Response (BOR) According to Response Evaluation Criteria in Solid Tumors Version 1.1	OG003	Part A Cohort 4: M9241 16.8 mcg/kg +Avelumab 10 mg/kg	0	<untitled>	Stable Disease (SD)	1	1	SD	kept	6	6	0	CR=1;PR=0;SD=1;PD=2	4	unsupported	none	False	RECOVERABLE		ctg_results_bor_2014_2017.txt :: studies[nct=NCT02994953] :: outcomeMeasures[23] :: groups[OG003]
