nct	outcome_index	title_or_group	reason
NCT01395524			no response-titled outcome
NCT01267266			no response-titled outcome
NCT01169753			no response-titled outcome
NCT01746979			no response-titled outcome
NCT01322490			no response-titled outcome
NCT01864746			no response-titled outcome
NCT01351805			no response-titled outcome
NCT01375114			no response-titled outcome
NCT01310855	2	Radiographic Response Rate	reportingStatus=NOT_POSTED
NCT01962987			no response-titled outcome
NCT01598298			no response-titled outcome
NCT01285609			no response-titled outcome
NCT01101438			no response-titled outcome
NCT01100502			no response-titled outcome
NCT01777217			no response-titled outcome
NCT01614990			no response-titled outcome
NCT01103323			no response-titled outcome
NCT02010203			no response-titled outcome
NCT01187901			no response-titled outcome
NCT01901328			no response-titled outcome
NCT01672801			no response-titled outcome
NCT01697566			no response-titled outcome
NCT04196803			no response-titled outcome
NCT01256008			no response-titled outcome
NCT01447927			no response-titled outcome
NCT01298999			no response-titled outcome
NCT01387282			no response-titled outcome
NCT02007434			no response-titled outcome
NCT01393821			no response-titled outcome
NCT01433913			no response-titled outcome
NCT02597712			no response-titled outcome
NCT02115984			no response-titled outcome
NCT01960855			no response-titled outcome
NCT00995722			no response-titled outcome
NCT01317550			no response-titled outcome
NCT01283997			no response-titled outcome
NCT01483118			no response-titled outcome
NCT01788215			no response-titled outcome
NCT01202591			no response-titled outcome
NCT01245764			no response-titled outcome
NCT01743131			no response-titled outcome
NCT02012686			no response-titled outcome
NCT01806259			no response-titled outcome
NCT01677195			no response-titled outcome
NCT01509612			no response-titled outcome
NCT01067144			no response-titled outcome
NCT01215318			no response-titled outcome
NCT01387269			no response-titled outcome
NCT01880528			no response-titled outcome
NCT01209689			no response-titled outcome
NCT01191801			no response-titled outcome
NCT02120898			no response-titled outcome
NCT00946309			no response-titled outcome
NCT01741480			no response-titled outcome
NCT01432171			no response-titled outcome
NCT01386632	3	Local Response Rate for Locally Advanced Head and Neck Squamous Cell Carcinoma Patients Receiving Concurrent Cisplatin, 	reportingStatus=NOT_POSTED
NCT01386632	4	Local Response Rate for Locally Advanced Head and Neck Squamous Cell Carcinoma Patients Receiving Concurrent Cisplatin, 	reportingStatus=NOT_POSTED
NCT01620593			no response-titled outcome
NCT01469221			no response-titled outcome
NCT01511978			no response-titled outcome
NCT01781468			no response-titled outcome
NCT01384877			no response-titled outcome
NCT01169259			no response-titled outcome
NCT01358877			no response-titled outcome
NCT01721044			no response-titled outcome
NCT01355497			no response-titled outcome
NCT02013050			no response-titled outcome
NCT01744821			no response-titled outcome
NCT01441635			no response-titled outcome
NCT01541553			no response-titled outcome
NCT01198145			no response-titled outcome
NCT01355484			no response-titled outcome
NCT01151046			no response-titled outcome
NCT01889199			no response-titled outcome
NCT01395914			no response-titled outcome
NCT01262651			no response-titled outcome
NCT01433731			no response-titled outcome
NCT01535326			no response-titled outcome
NCT01323790			no response-titled outcome
NCT01057810			no response-titled outcome
NCT01640808			no response-titled outcome
NCT01625455			no response-titled outcome
NCT01414426			no response-titled outcome
NCT01147809			no response-titled outcome
NCT01305577			no response-titled outcome
NCT01160380			no response-titled outcome
NCT01147601			no response-titled outcome
NCT01310699			no response-titled outcome
NCT03037541			no response-titled outcome
NCT01867294			no response-titled outcome
NCT01733953			no response-titled outcome
NCT01667419			no response-titled outcome
NCT01607957			no response-titled outcome
NCT01289912			no response-titled outcome
NCT01711658			no response-titled outcome
NCT01192204			no response-titled outcome
NCT00999713			no response-titled outcome
NCT01346540			no response-titled outcome
NCT01220128			no response-titled outcome
NCT01458587			no response-titled outcome
NCT01755767			no response-titled outcome
NCT01446809			no response-titled outcome
NCT01345669			no response-titled outcome
NCT01077154			no response-titled outcome
NCT01439945			no response-titled outcome
NCT01296672			no response-titled outcome
NCT01997229			no response-titled outcome
NCT01117051			no response-titled outcome
NCT01704651			no response-titled outcome
NCT01309737			no response-titled outcome
NCT01732549			no response-titled outcome
NCT01384292			no response-titled outcome
NCT01294644			no response-titled outcome
NCT01280552			no response-titled outcome
NCT01410565			no response-titled outcome
NCT01670097			no response-titled outcome
NCT01506453			no response-titled outcome
NCT01395017			no response-titled outcome
NCT01235962			no response-titled outcome
NCT01539317			no response-titled outcome
NCT01906008			no response-titled outcome
NCT01351376			no response-titled outcome
NCT01402908			no response-titled outcome
NCT02295774			no response-titled outcome
NCT01105169			no response-titled outcome
NCT01459666			no response-titled outcome
NCT01377922			no response-titled outcome
NCT02460380			no response-titled outcome
NCT01754909			no response-titled outcome
NCT01874119			no response-titled outcome
NCT01011478			no response-titled outcome
NCT01076400			no response-titled outcome
NCT01468909			no response-titled outcome
NCT01636934			no response-titled outcome
NCT01680172			no response-titled outcome
NCT01178281			no response-titled outcome
NCT01793051			no response-titled outcome
NCT01466270			no response-titled outcome
NCT01360840			no response-titled outcome
NCT01771991			no response-titled outcome
NCT01926444			no response-titled outcome
NCT01505764			no response-titled outcome
NCT01543581	1	Complete Response Rate	reportingStatus=None
NCT01433263			no response-titled outcome
NCT01173692			no response-titled outcome
NCT01100658			no response-titled outcome
NCT01111292			no response-titled outcome
NCT01847274			no response-titled outcome
NCT01901302			no response-titled outcome
NCT01686152			no response-titled outcome
NCT01226914			no response-titled outcome
NCT01906866			no response-titled outcome
NCT01783236			no response-titled outcome
NCT01901341			no response-titled outcome
NCT01241591			no response-titled outcome
NCT02726113			no response-titled outcome
NCT01246960	2	Percentage of Participants Achieving an Objective Response (Objective Response Rate)	reportingStatus=None
NCT01505166			no response-titled outcome
NCT01849250			no response-titled outcome
NCT01156142			no response-titled outcome
NCT01546571			no response-titled outcome
NCT01632709			no response-titled outcome
NCT01733147			no response-titled outcome
NCT01164202			no response-titled outcome
NCT02165605			no response-titled outcome
NCT01303835			no response-titled outcome
NCT01305200			no response-titled outcome
NCT01817530			no response-titled outcome
NCT01286441			no response-titled outcome
NCT01465464			no response-titled outcome
NCT01693523			no response-titled outcome
NCT01246973			no response-titled outcome
NCT01573442			no response-titled outcome
NCT01832402			no response-titled outcome
NCT01600014			no response-titled outcome
NCT01696643			no response-titled outcome
NCT01120249			no response-titled outcome
NCT01196936			no response-titled outcome
NCT01212991			no response-titled outcome
NCT01661764			no response-titled outcome
NCT01193530			no response-titled outcome
NCT01200810			no response-titled outcome
NCT01345175			no response-titled outcome
NCT01599754			no response-titled outcome
NCT01844986			no response-titled outcome
NCT01682083			no response-titled outcome
NCT02018653			no response-titled outcome
NCT01259284			no response-titled outcome
NCT01714726			no response-titled outcome
NCT01151215			no response-titled outcome
NCT01759771			no response-titled outcome
NCT01353209			no response-titled outcome
NCT01361607			no response-titled outcome
NCT01317199			no response-titled outcome
NCT01697800			no response-titled outcome
NCT01330446			no response-titled outcome
NCT01653327			no response-titled outcome
NCT01585246			no response-titled outcome
NCT01946204			no response-titled outcome
NCT01939223			no response-titled outcome
NCT01449513			no response-titled outcome
NCT01009918			no response-titled outcome
NCT01381718			no response-titled outcome
NCT01108003			no response-titled outcome
NCT01820260			no response-titled outcome
NCT01867606			no response-titled outcome
NCT01687387			no response-titled outcome
NCT01546142			no response-titled outcome
NCT00953225			no response-titled outcome
NCT01700959			no response-titled outcome
NCT01535040			no response-titled outcome
NCT01526356			no response-titled outcome
NCT01379183			no response-titled outcome
NCT01265433			no response-titled outcome
NCT01980355			no response-titled outcome
NCT01805791			no response-titled outcome
NCT01325311			no response-titled outcome
NCT01783522			no response-titled outcome
NCT01855750			no response-titled outcome
NCT01853878			no response-titled outcome
NCT01376349			no response-titled outcome
NCT01231347			no response-titled outcome
NCT01435356			no response-titled outcome
NCT01521143			no response-titled outcome
NCT04196023			no response-titled outcome
NCT01898091			no response-titled outcome
NCT01238120			no response-titled outcome
NCT01219673			no response-titled outcome
NCT01856322			no response-titled outcome
NCT01961882			no response-titled outcome
NCT01011218			no response-titled outcome
NCT00641147			no response-titled outcome
NCT01606787			no response-titled outcome
NCT01757535			no response-titled outcome
NCT01922050			no response-titled outcome
NCT01450761			no response-titled outcome
NCT01475955			no response-titled outcome
NCT01385137			no response-titled outcome
NCT01694966			no response-titled outcome
NCT01798056			no response-titled outcome
NCT01047345			no response-titled outcome
NCT01869764			no response-titled outcome
NCT01575548			no response-titled outcome
NCT01199198			no response-titled outcome
NCT01034163			no response-titled outcome
NCT01490632			no response-titled outcome
NCT01715285			no response-titled outcome
NCT01350804			no response-titled outcome
NCT01542034			no response-titled outcome
NCT02003625			no response-titled outcome
NCT01856543			no response-titled outcome
NCT01444924			no response-titled outcome
NCT01591746			no response-titled outcome
NCT01843062			no response-titled outcome
NCT01369329			no response-titled outcome
NCT01295710			no response-titled outcome
NCT01832259			no response-titled outcome
NCT01555073			no response-titled outcome
NCT01309841			no response-titled outcome
NCT01424566			no response-titled outcome
NCT01010230			no response-titled outcome
NCT01254630			no response-titled outcome
NCT01934335			no response-titled outcome
NCT01099449			no response-titled outcome
NCT01302379			no response-titled outcome
NCT01841736			no response-titled outcome
NCT02500147			no response-titled outcome
NCT01874353			no response-titled outcome
NCT01674140			no response-titled outcome
NCT01773395			no response-titled outcome
NCT01265953			no response-titled outcome
NCT04355156			no response-titled outcome
NCT01403064			no response-titled outcome
NCT01276639			no response-titled outcome
NCT01606124			no response-titled outcome
NCT01227928			no response-titled outcome
NCT01032200			no response-titled outcome
NCT01105130			no response-titled outcome
NCT01348607			no response-titled outcome
NCT01355523			no response-titled outcome
NCT01815424			no response-titled outcome
NCT01385748			no response-titled outcome
NCT01224678			no response-titled outcome
NCT01284504			no response-titled outcome
NCT01350115			no response-titled outcome
NCT01746043			no response-titled outcome
NCT01484275			no response-titled outcome
NCT01796977			no response-titled outcome
NCT02654054			no response-titled outcome
NCT02654769			no response-titled outcome
NCT02371369			no response-titled outcome
NCT02112656			no response-titled outcome
NCT02822573			no response-titled outcome
NCT02782949			no response-titled outcome
NCT02181413			no response-titled outcome
NCT02796755			no response-titled outcome
NCT02369835			no response-titled outcome
NCT02635984			no response-titled outcome
NCT02351700			no response-titled outcome
NCT02609828			no response-titled outcome
NCT02149108			no response-titled outcome
NCT03001219			no response-titled outcome
NCT02926573			no response-titled outcome
NCT02312206			no response-titled outcome
NCT03234465			no response-titled outcome
NCT02993523			no response-titled outcome
NCT02362594			no response-titled outcome
NCT03049735			no response-titled outcome
NCT02043678			no response-titled outcome
NCT02632110			no response-titled outcome
NCT02766478			no response-titled outcome
NCT02632786			no response-titled outcome
NCT03200912			no response-titled outcome
NCT03278028			no response-titled outcome
NCT02049151			no response-titled outcome
NCT02054754			no response-titled outcome
NCT02422745			no response-titled outcome
NCT02354144			no response-titled outcome
NCT03163667			no response-titled outcome
NCT02104505			no response-titled outcome
NCT02110706			no response-titled outcome
NCT02361216			no response-titled outcome
NCT02839889			no response-titled outcome
NCT02239679			no response-titled outcome
NCT03122886			no response-titled outcome
NCT02120456			no response-titled outcome
NCT02563561			no response-titled outcome
NCT04350788			no response-titled outcome
NCT02574637			no response-titled outcome
NCT02655016			no response-titled outcome
NCT02394769			no response-titled outcome
NCT03248440			no response-titled outcome
NCT02487225			no response-titled outcome
NCT03040726			no response-titled outcome
NCT02312258			no response-titled outcome
NCT03271489			no response-titled outcome
NCT02638298			no response-titled outcome
NCT03136445			no response-titled outcome
NCT02205801			no response-titled outcome
NCT02258451			no response-titled outcome
NCT01824537			no response-titled outcome
NCT02332928			no response-titled outcome
NCT02780167			no response-titled outcome
NCT02550795			no response-titled outcome
NCT03021668			no response-titled outcome
NCT02663622			no response-titled outcome
NCT02396134			no response-titled outcome
NCT02556632			no response-titled outcome
NCT02123511			no response-titled outcome
NCT03137121			no response-titled outcome
NCT02511106			no response-titled outcome
NCT02473965			no response-titled outcome
NCT01740323			no response-titled outcome
NCT03315130			no response-titled outcome
NCT03012100			no response-titled outcome
NCT02453334			no response-titled outcome
NCT02612155			no response-titled outcome
NCT02970162			no response-titled outcome
NCT02968810			no response-titled outcome
NCT02768558			no response-titled outcome
NCT02005510			no response-titled outcome
NCT02573324			no response-titled outcome
NCT03024996			no response-titled outcome
NCT02961790			no response-titled outcome
NCT02743494			no response-titled outcome
NCT02404389			no response-titled outcome
NCT02538666			no response-titled outcome
NCT02647099			no response-titled outcome
NCT03116698			no response-titled outcome
NCT02664441			no response-titled outcome
NCT02324335			no response-titled outcome
NCT02165215			no response-titled outcome
NCT02095145			no response-titled outcome
NCT02516670			no response-titled outcome
NCT02131662			no response-titled outcome
NCT03224182			no response-titled outcome
NCT02974868			no response-titled outcome
NCT02655224			no response-titled outcome
NCT02498522			no response-titled outcome
NCT02853604			no response-titled outcome
NCT01905046			no response-titled outcome
NCT02919670			no response-titled outcome
NCT02210689			no response-titled outcome
NCT02865915			no response-titled outcome
NCT02547363			no response-titled outcome
NCT02489799			no response-titled outcome
NCT02762084			no response-titled outcome
NCT03069352			no response-titled outcome
NCT03269344			no response-titled outcome
NCT01892345			no response-titled outcome
NCT02078726			no response-titled outcome
NCT01998984			no response-titled outcome
NCT03265483			no response-titled outcome
NCT02108171			no response-titled outcome
NCT03152591			no response-titled outcome
NCT01929460			no response-titled outcome
NCT02112370			no response-titled outcome
NCT02349386			no response-titled outcome
NCT02616601			no response-titled outcome
NCT02691494			no response-titled outcome
NCT03285477			no response-titled outcome
NCT02772965			no response-titled outcome
NCT02997202			no response-titled outcome
NCT01952847			no response-titled outcome
NCT02415387			no response-titled outcome
NCT03040999			no response-titled outcome
NCT02509156			no response-titled outcome
NCT03349034			no response-titled outcome
NCT02413008			no response-titled outcome
NCT02609724			no response-titled outcome
NCT02056392			no response-titled outcome
NCT02619812			no response-titled outcome
NCT02717507			no response-titled outcome
NCT03142334			no response-titled outcome
NCT03051516			no response-titled outcome
NCT02231164			no response-titled outcome
NCT01968213			no response-titled outcome
NCT02393417			no response-titled outcome
NCT01928225			no response-titled outcome
NCT02142959			no response-titled outcome
NCT02083861			no response-titled outcome
NCT02410382			no response-titled outcome
NCT00737893			no response-titled outcome
NCT02131155			no response-titled outcome
NCT02508389			no response-titled outcome
NCT02965573			no response-titled outcome
NCT02499497			no response-titled outcome
NCT02301988			no response-titled outcome
NCT02323646			no response-titled outcome
NCT01489813			no response-titled outcome
NCT02140593			no response-titled outcome
NCT02504372			no response-titled outcome
NCT03154086			no response-titled outcome
NCT02955394	2	Correlation Between PEPI Score and Disease-free Survival, Clinical Benefit Rate, and Overall Response Rate	reportingStatus=NOT_POSTED
NCT03180294			no response-titled outcome
NCT03106987			no response-titled outcome
NCT02506933			no response-titled outcome
NCT02328404			no response-titled outcome
NCT05570604			no response-titled outcome
NCT02137252			no response-titled outcome
NCT02440464			no response-titled outcome
NCT02927249			no response-titled outcome
NCT02799602			no response-titled outcome
NCT02369653			no response-titled outcome
NCT02105012			no response-titled outcome
NCT02513238			no response-titled outcome
NCT02482428			no response-titled outcome
NCT01898598			no response-titled outcome
NCT02705352			no response-titled outcome
NCT02385318			no response-titled outcome
NCT02792842			no response-titled outcome
NCT01988571			no response-titled outcome
NCT02881957			no response-titled outcome
NCT02066181			no response-titled outcome
NCT03199911			no response-titled outcome
NCT01856114			no response-titled outcome
NCT01900730			no response-titled outcome
NCT02171429			no response-titled outcome
NCT02301611			no response-titled outcome
NCT03078751			no response-titled outcome
NCT02872103			no response-titled outcome
NCT03254394			no response-titled outcome
NCT02073929			no response-titled outcome
NCT02849457			no response-titled outcome
NCT02632409			no response-titled outcome
NCT04229992			no response-titled outcome
NCT02544763			no response-titled outcome
NCT03363763			no response-titled outcome
NCT02301897			no response-titled outcome
NCT02538341			no response-titled outcome
NCT02856581			no response-titled outcome
NCT02257736			no response-titled outcome
NCT02258464			no response-titled outcome
NCT02249052			no response-titled outcome
NCT02549339			no response-titled outcome
NCT02588248			no response-titled outcome
NCT03093207			no response-titled outcome
NCT02177175			no response-titled outcome
NCT03210337			no response-titled outcome
NCT02828111			no response-titled outcome
NCT03180957			no response-titled outcome
NCT02525718			no response-titled outcome
NCT02134925			no response-titled outcome
NCT02459795			no response-titled outcome
NCT02326805			no response-titled outcome
NCT02067104			no response-titled outcome
NCT02521285			no response-titled outcome
NCT02012608			no response-titled outcome
NCT03186638			no response-titled outcome
NCT02465268			no response-titled outcome
NCT02297412			no response-titled outcome
NCT02169271			no response-titled outcome
NCT02964416			no response-titled outcome
NCT03078855			no response-titled outcome
NCT03523000			no response-titled outcome
NCT03103087			no response-titled outcome
NCT02126670			no response-titled outcome
NCT02193828			no response-titled outcome
NCT03237013			no response-titled outcome
NCT02163759			no response-titled outcome
NCT02032823			no response-titled outcome
NCT01893879			no response-titled outcome
NCT02028221			no response-titled outcome
NCT02285855			no response-titled outcome
NCT03115476			no response-titled outcome
NCT03194906			no response-titled outcome
NCT03173248	4	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT02169284			no response-titled outcome
NCT02667587			no response-titled outcome
NCT03285490			no response-titled outcome
NCT03185013			no response-titled outcome
NCT02100696			no response-titled outcome
NCT02565576			no response-titled outcome
NCT02704104			no response-titled outcome
NCT02760433			no response-titled outcome
NCT02473952			no response-titled outcome
NCT03197935			no response-titled outcome
NCT01824823			no response-titled outcome
NCT02669862			no response-titled outcome
NCT02203695			no response-titled outcome
NCT02592551			no response-titled outcome
NCT03331562			no response-titled outcome
NCT02943590			no response-titled outcome
NCT02234180			no response-titled outcome
NCT02201524			no response-titled outcome
NCT02062632			no response-titled outcome
NCT02547233			no response-titled outcome
NCT03237325			no response-titled outcome
NCT02147197			no response-titled outcome
NCT02000817			no response-titled outcome
NCT02085460			no response-titled outcome
NCT02674204			no response-titled outcome
NCT03103152			no response-titled outcome
NCT03221426			no response-titled outcome
NCT02203552			no response-titled outcome
NCT02277548			no response-titled outcome
NCT02549352			no response-titled outcome
NCT02137785			no response-titled outcome
NCT03283553			no response-titled outcome
NCT02111577			no response-titled outcome
NCT02401542			no response-titled outcome
NCT02362451			no response-titled outcome
NCT02545283			no response-titled outcome
NCT02944578			no response-titled outcome
NCT02058849			no response-titled outcome
NCT02365480			no response-titled outcome
NCT02352779			no response-titled outcome
NCT02122185			no response-titled outcome
NCT02654652			no response-titled outcome
NCT02462187			no response-titled outcome
NCT02152982			no response-titled outcome
NCT03040024			no response-titled outcome
NCT02383810			no response-titled outcome
NCT02971631			no response-titled outcome
NCT02355886			no response-titled outcome
NCT04137627			no response-titled outcome
NCT01823991			no response-titled outcome
NCT03151408			no response-titled outcome
NCT03346200			no response-titled outcome
NCT02654717			no response-titled outcome
NCT02209545			no response-titled outcome
NCT03509467			no response-titled outcome
NCT02794428			no response-titled outcome
NCT02207309			no response-titled outcome
NCT02460874			no response-titled outcome
NCT02862574			no response-titled outcome
NCT03138512			no response-titled outcome
NCT02974634			no response-titled outcome
NCT02470741			no response-titled outcome
NCT02411565			no response-titled outcome
NCT03084536			no response-titled outcome
NCT02312934			no response-titled outcome
NCT02288377			no response-titled outcome
NCT02928029			no response-titled outcome
NCT02927262			no response-titled outcome
NCT02057666			no response-titled outcome
NCT02200614			no response-titled outcome
NCT03027557			no response-titled outcome
NCT02991807			no response-titled outcome
NCT02844777			no response-titled outcome
NCT02952898			no response-titled outcome
NCT04385368			no response-titled outcome
NCT03757949			no response-titled outcome
NCT04504825			no response-titled outcome
NCT05171816			no response-titled outcome
NCT03682367			no response-titled outcome
NCT03732820			no response-titled outcome
NCT04457297			no response-titled outcome
NCT04717414			no response-titled outcome
NCT04435665			no response-titled outcome
NCT04963270			no response-titled outcome
NCT04305496			no response-titled outcome
NCT03863080			no response-titled outcome
NCT04404361			no response-titled outcome
NCT04736199			no response-titled outcome
NCT03646188			no response-titled outcome
NCT04179305			no response-titled outcome
NCT03304054			no response-titled outcome
NCT04784182			no response-titled outcome
NCT03703310			no response-titled outcome
NCT03847311			no response-titled outcome
NCT04863248			no response-titled outcome
NCT04512235			no response-titled outcome
NCT05152173			no response-titled outcome
NCT04308590			no response-titled outcome
NCT03726879			no response-titled outcome
NCT04266301			no response-titled outcome
NCT04109066			no response-titled outcome
NCT03691831			no response-titled outcome
NCT03151057			no response-titled outcome
NCT03063619			no response-titled outcome
NCT03833167			no response-titled outcome
NCT04243837			no response-titled outcome
NCT03229408			no response-titled outcome
NCT03873272			no response-titled outcome
NCT04197986			no response-titled outcome
NCT03693742			no response-titled outcome
NCT04269395			no response-titled outcome
NCT03951077			no response-titled outcome
NCT04815083			no response-titled outcome
NCT03512197			no response-titled outcome
NCT04980521			no response-titled outcome
NCT04191499	1	Percentage of Participants With Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT04191499	2	Percentage of Participants With Best Overall Response Rate (BOR)	reportingStatus=NOT_POSTED
NCT04191499	4	Percentage of Participants With Clinical Benefit Rate (CBR)	reportingStatus=NOT_POSTED
NCT03558516			no response-titled outcome
NCT03480022			no response-titled outcome
NCT03717935			no response-titled outcome
NCT04108208			no response-titled outcome
NCT03263026			no response-titled outcome
NCT04233034			no response-titled outcome
NCT04095858			no response-titled outcome
NCT03703297	5	Durvalumab Plus Tremelimumab Combination Versus Placebo: Objective Response Rate Assessed by Blinded Independent Central	reportingStatus=NOT_POSTED
NCT03703297	17	Durvalumab Versus Durvalumab Plus Tremelimumab: Objective Response Rate Assessed by Blinded Independent Central Review P	reportingStatus=NOT_POSTED
NCT03703297	24	Durvalumab Versus Durvalumab Plus Tremelimumab: Number of Participants With Positive Programmed Death Ligand 1 (PD-L1) S	reportingStatus=NOT_POSTED
NCT03425643			no response-titled outcome
NCT03872401			no response-titled outcome
NCT05116189			no response-titled outcome
NCT03232138			no response-titled outcome
NCT04495751			no response-titled outcome
NCT03722030			no response-titled outcome
NCT03057054			no response-titled outcome
NCT03471078			no response-titled outcome
NCT04481048			no response-titled outcome
NCT03233828			no response-titled outcome
NCT03924869			no response-titled outcome
NCT04475939			no response-titled outcome
NCT04600336			no response-titled outcome
NCT03532308			no response-titled outcome
NCT04068896			no response-titled outcome
NCT03507608			no response-titled outcome
NCT04472429	2	Objective Response Rate (ORR)	reportingStatus=NOT_POSTED
NCT04472429	4	Disease Control Rate (DCR)	reportingStatus=NOT_POSTED
NCT04381988			no response-titled outcome
NCT03362177			no response-titled outcome
NCT04803305			no response-titled outcome
NCT05005845			no response-titled outcome
NCT03678493			no response-titled outcome
NCT03131999			no response-titled outcome
NCT03920293			no response-titled outcome
NCT04532372			no response-titled outcome
NCT04642469			no response-titled outcome
NCT04650581			no response-titled outcome
NCT04551066			no response-titled outcome
NCT03831100			no response-titled outcome
NCT05020665			no response-titled outcome
NCT03643744			no response-titled outcome
NCT03650452			no response-titled outcome
NCT03137537			no response-titled outcome
NCT04099251			no response-titled outcome
NCT03981822			no response-titled outcome
NCT03867084			no response-titled outcome
NCT04620369			no response-titled outcome
NCT05803096			no response-titled outcome
NCT04410042			no response-titled outcome
NCT04765059			no response-titled outcome
NCT03743064			no response-titled outcome
NCT04115293			no response-titled outcome
NCT04655144			no response-titled outcome
NCT03592121			no response-titled outcome
NCT05132569			no response-titled outcome
NCT03428217			no response-titled outcome
NCT04542135			no response-titled outcome
NCT03646162			no response-titled outcome
NCT03697109			no response-titled outcome
NCT04697069			no response-titled outcome
NCT03801031			no response-titled outcome
NCT03716739			no response-titled outcome
NCT05156125			no response-titled outcome
NCT03824808			no response-titled outcome
NCT04162873			no response-titled outcome
NCT03610581			no response-titled outcome
NCT02965703			no response-titled outcome
NCT03743051			no response-titled outcome
NCT03376477			no response-titled outcome
NCT03219372			no response-titled outcome
NCT03706690	12	Number of Participants With Positive Programmed Death Ligand 1 (PD-L1) Status Based on Overall Survival, Progression-Fre	reportingStatus=NOT_POSTED
NCT04358406			no response-titled outcome
NCT04085367			no response-titled outcome
NCT03340974			no response-titled outcome
NCT03861091			no response-titled outcome
NCT04882241			no response-titled outcome
NCT04551053			no response-titled outcome
NCT03669588			no response-titled outcome
NCT03689712			no response-titled outcome
NCT04942665			no response-titled outcome
NCT03806556			no response-titled outcome
NCT04743934			no response-titled outcome
NCT04476797			no response-titled outcome
NCT04278573			no response-titled outcome
NCT04635423			no response-titled outcome
NCT04698915			no response-titled outcome
NCT04481035			no response-titled outcome
NCT03352414			no response-titled outcome
NCT03760003			no response-titled outcome
NCT04316871			no response-titled outcome
NCT04070157			no response-titled outcome
NCT03751124			no response-titled outcome
NCT03447769			no response-titled outcome
NCT04682405			no response-titled outcome
NCT03721978			no response-titled outcome
NCT02917629			no response-titled outcome
NCT04237584			no response-titled outcome
NCT03843554			no response-titled outcome
NCT03971422			no response-titled outcome
NCT03642457			no response-titled outcome
NCT04025879			no response-titled outcome
NCT05190770			no response-titled outcome
NCT02603328			no response-titled outcome
NCT04466098			no response-titled outcome
NCT03030248			no response-titled outcome
NCT04351555			no response-titled outcome
NCT04571645			no response-titled outcome
NCT04951622			no response-titled outcome
NCT03442985			no response-titled outcome
NCT03826628			no response-titled outcome
NCT04188665			no response-titled outcome
NCT03416179			no response-titled outcome
NCT03617679			no response-titled outcome
NCT03821272			no response-titled outcome
NCT04046250			no response-titled outcome
NCT03839940			no response-titled outcome
NCT04159805			no response-titled outcome
NCT04071756			no response-titled outcome
NCT03496805			no response-titled outcome
NCT03317405			no response-titled outcome
NCT04524273			no response-titled outcome
NCT03553836			no response-titled outcome
NCT03280030			no response-titled outcome
NCT04034355			no response-titled outcome
NCT05753007			no response-titled outcome
NCT05386550			no response-titled outcome
NCT05251233			no response-titled outcome
NCT05370521			no response-titled outcome
NCT05546476			no response-titled outcome
NCT05323734			no response-titled outcome
NCT05197426			no response-titled outcome
NCT04482244			no response-titled outcome
NCT03941860			no response-titled outcome
NCT05246670			no response-titled outcome
NCT06509880			no response-titled outcome
NCT05218096			no response-titled outcome
NCT06135415			no response-titled outcome
NCT05305040			no response-titled outcome
NCT06429163			no response-titled outcome
NCT05460013			no response-titled outcome
NCT05860127			no response-titled outcome
NCT04844970			no response-titled outcome
NCT05785715			no response-titled outcome
NCT05712356			no response-titled outcome
NCT06712901			no response-titled outcome
NCT04083859			no response-titled outcome
NCT05079230			no response-titled outcome
NCT06267001			no response-titled outcome
NCT05587296			no response-titled outcome
NCT06442891			no response-titled outcome
NCT05289830			no response-titled outcome
NCT00006903			no response-titled outcome
NCT02154139			no response-titled outcome
NCT00876993			no response-titled outcome
NCT00609791			no response-titled outcome
NCT00308087			no response-titled outcome
NCT00544648			no response-titled outcome
NCT00880269			no response-titled outcome
NCT00108953			no response-titled outcome
NCT00063570			no response-titled outcome
NCT00977431			no response-titled outcome
NCT00306202			no response-titled outcome
NCT00043979			no response-titled outcome
NCT00941863			no response-titled outcome
NCT00127933			no response-titled outcome
NCT00374868			no response-titled outcome
NCT00083720			no response-titled outcome
NCT00112489			no response-titled outcome
NCT00492297			no response-titled outcome
NCT00359294			no response-titled outcome
NCT00632749			no response-titled outcome
NCT00370552			no response-titled outcome
NCT00430352			no response-titled outcome
NCT00494780			no response-titled outcome
NCT00657267			no response-titled outcome
NCT00814164			no response-titled outcome
NCT02013765	5	Percentage of Participants by Best Overall Response to Treatment	reportingStatus=None
NCT00711828			no response-titled outcome
NCT01021748			no response-titled outcome
NCT00483262			no response-titled outcome
NCT01702961			no response-titled outcome
NCT00084682			no response-titled outcome
NCT00984542			no response-titled outcome
NCT00377520			no response-titled outcome
NCT00287872			no response-titled outcome
NCT00098865	1	Overall Response	reportingStatus=None
NCT00529763			no response-titled outcome
NCT00237185			no response-titled outcome
NCT00183820			no response-titled outcome
NCT00389805			no response-titled outcome
NCT00896480			no response-titled outcome
NCT01190527			no response-titled outcome
NCT00191269			no response-titled outcome
NCT00874614			no response-titled outcome
NCT01030718			no response-titled outcome
NCT00723957			no response-titled outcome
NCT00832117			no response-titled outcome
NCT00807768			no response-titled outcome
NCT00565851			no response-titled outcome
NCT00362466			no response-titled outcome
NCT00604968			no response-titled outcome
NCT00191815			no response-titled outcome
NCT00901901			no response-titled outcome
