nct	group_norm	resolved_at_step	candidates_still_competing
NCT01137604	cohort 1 - lenvatinib	f (smallest outcome index)	3
NCT01137604	cohort 2 - lenvatinib	f (smallest outcome index)	3
NCT01137604	cohort 3 - lenvatinib	f (smallest outcome index)	3
NCT01709162	ipilimumab, 3 mg/kg	f (smallest outcome index)	2
NCT01709162	chemotherapy	f (smallest outcome index)	2
NCT01677741	part 1 (dose escalation): dabrafenib treatment (3.75 mg/kg)	f (smallest outcome index)	2
NCT01472081	arm s: sun + niv2	f (smallest outcome index)	2
NCT01472081	arm s: sun + niv5	f (smallest outcome index)	2
NCT01472081	arm p: paz + niv2	f (smallest outcome index)	2
NCT01472081	arm i-1: ipi1 + niv3	f (smallest outcome index)	2
NCT01472081	arm i-3: ipi3 + niv1	f (smallest outcome index)	2
NCT01472081	arm in-3: ipi3 + niv3	f (smallest outcome index)	2
NCT01266967	gsk2118436 150 mg: no prior local therapy	e (largest Participants denominator)	2
NCT01266967	gsk2118436 150 mg: prior local therapy	e (largest Participants denominator)	2
NCT01696032	stage 1: guadecitabine+carboplatin 30 mg/m2	f (smallest outcome index)	2
NCT01696032	stage 1: guadecitabine+carboplatin 45 mg/m2	f (smallest outcome index)	2
NCT01696032	stage 2: guadecitabine+carboplatin 30 mg/m2	f (smallest outcome index)	2
NCT01696032	stage 2: treatment choice	f (smallest outcome index)	2
NCT01696032	stage 2: crossover treatment choice to guadecitabine+carboplatin 30 mg/m2	f (smallest outcome index)	2
NCT01563354	pasireotide lar	e (largest Participants denominator)	3
NCT01563354	everolimus	e (largest Participants denominator)	3
NCT01563354	pasireotide lar and everolimus combination	e (largest Participants denominator)	3
NCT01858389	dacomitinib, 45/60 mg, with t790m mutation	f (smallest outcome index)	2
NCT01775930	carfilzomib treatment	e (largest Participants denominator)	2
NCT01589302	treatment (ibrutinib)	f (smallest outcome index)	2
NCT01358721	nivolumab 0.3 mg/kg (previously-treated)	f (smallest outcome index)	4
NCT01358721	nivolumab 2 mg/kg (previously-treated)	f (smallest outcome index)	4
NCT01358721	nivolumab 10 mg/kg (previously-treated)	f (smallest outcome index)	4
NCT01358721	nivolumab 10 mg/kg (treatment-naive)	f (smallest outcome index)	4
NCT01128842	neratinib + capecitabine	f (smallest outcome index)	2
NCT01668784	nivolumab	e (largest Participants denominator)	3
NCT01668784	everolimus	e (largest Participants denominator)	3
NCT01592370	nivolumab monotherapy (expansion)	e (largest Participants denominator)	2
NCT01592370	nivolumab + ipilimumab	e (largest Participants denominator)	2
NCT01592370	nivolumab + lirilumab	e (largest Participants denominator)	2
NCT01905943	g mono: previously untreated fit	f (smallest outcome index)	2
NCT01905943	g mono: previously untreated unfit	f (smallest outcome index)	2
NCT01905943	g mono: relapsed/refractory	f (smallest outcome index)	2
NCT01905943	g-benda: previously untreated fit	f (smallest outcome index)	2
NCT01905943	g-benda: previously untreated unfit	f (smallest outcome index)	2
NCT01905943	g-benda: relapsed/refractory	f (smallest outcome index)	2
NCT01905943	g-fc: previously untreated fit	f (smallest outcome index)	2
NCT01905943	g-fc: previously untreated unfit	f (smallest outcome index)	2
NCT01905943	g-fc: relapsed/refractory	f (smallest outcome index)	2
NCT01905943	g-clb: previously untreated fit	f (smallest outcome index)	2
NCT01905943	g-clb: previously untreated unfit	f (smallest outcome index)	2
NCT01905943	g-clb: relapsed/refractory	f (smallest outcome index)	2
NCT01651039	panobinostat, lenalidomide and dexamethasone	e (largest Participants denominator)	2
NCT01453153	pegph20 1.0 μg/kg	f (smallest outcome index)	2
NCT01453153	pegph20 1.6 μg/kg	f (smallest outcome index)	2
NCT01453153	pegph20 3.0 μg/kg	f (smallest outcome index)	2
NCT01327053	lde225 200mg labcc	e (largest Participants denominator)	2
NCT01327053	lde225 800mg labcc	e (largest Participants denominator)	2
NCT01327053	lde225 200mg mbcc	f (smallest outcome index)	2
NCT01327053	lde225 800mg mbcc	f (smallest outcome index)	2
NCT01833546	evofosfamide 240 mg	f (smallest outcome index)	2
NCT01833546	evofosfamide 340 mg	f (smallest outcome index)	2
NCT01833546	evofosfamide 480 mg	f (smallest outcome index)	2
NCT01833546	evofosfamide 340 mg + gemcitabine	f (smallest outcome index)	2
NCT01030536	chronic lymphocytic leukemia	f (smallest outcome index)	2
NCT01030536	diffuse large b cell lymphoma	f (smallest outcome index)	2
NCT01030536	mantle cell lymphoma	f (smallest outcome index)	2
NCT01030536	follicular lymphoma	f (smallest outcome index)	2
NCT02020577	afatinib 30mg+cetuximab 250 mg/m2	f (smallest outcome index)	3
NCT02020577	afatinib 40mg+cetuximab 250 mg/m2	f (smallest outcome index)	3
NCT02020577	all patients	f (smallest outcome index)	3
NCT03284957	part a: amcenestrant 20 mg	f (smallest outcome index)	2
NCT03284957	part a: amcenestrant 150 mg	f (smallest outcome index)	2
NCT03284957	part a: amcenestrant 200 mg	f (smallest outcome index)	2
NCT03284957	part a: amcenestrant 400 mg	f (smallest outcome index)	2
NCT03284957	part a: amcenestrant 600 mg	f (smallest outcome index)	2
NCT03284957	part a: amcenestrant 300 mg bid	f (smallest outcome index)	2
NCT03284957	part c: amcenestrant 200 mg + palbociclib 125 mg	f (smallest outcome index)	2
NCT03284957	part c: amcenestrant 400 mg + palbociclib 125 mg	f (smallest outcome index)	2
NCT03284957	part d: amcenestrant 200 mg + palbociclib 125 mg	f (smallest outcome index)	2
NCT03284957	part f: amcenestrant 200 mg + alpelisib 300 mg	f (smallest outcome index)	2
NCT03284957	part h: amcenestrant 200 mg + everolimus 5 mg	f (smallest outcome index)	2
NCT03284957	part h: amcenestrant 200 mg + everolimus 10 mg	f (smallest outcome index)	2
NCT03284957	part i: amcenestrant 200 mg + everolimus 10 mg	f (smallest outcome index)	2
NCT03284957	part j: amcenestrant 200 mg + abemaciclib 100 mg bid	f (smallest outcome index)	2
NCT03284957	part j: amcenestrant 200 mg + abemaciclib 150 mg bid	f (smallest outcome index)	2
NCT03284957	part a and b: amcenestrant (dose >20 mg)	f (smallest outcome index)	2
NCT03284957	parts c and d: amcenestrant 200 mg + palbociclib 125 mg	f (smallest outcome index)	2
NCT02246127	sequence a, drug: everolimus first	e (largest Participants denominator)	4
NCT02246127	sequence a, drug: everolimus first	f (smallest outcome index)	2
NCT02246127	sequence b, drug: stz - 5fu first	e (largest Participants denominator)	4
NCT02246127	sequence b, drug: stz - 5fu first	f (smallest outcome index)	2
NCT02566993	lurbinectedin/doxorubicin	e (largest Participants denominator)	3
NCT02566993	topotecan or cyclophosphamide/doxorubicin/vincristine	e (largest Participants denominator)	3
NCT02347917	nsclc: bbi608 + pem + cddp (phase 1 part)	f (smallest outcome index)	2
NCT02347917	mpm: bbi608 + pem +cddp (phase 1 part)	f (smallest outcome index)	2
NCT02347917	mpm or nsclc: bbi608 + pem + cddp (phase 1 part)	f (smallest outcome index)	2
NCT02347917	mpm: bbi608 + pem + cddp (phase 2 part)	f (smallest outcome index)	2
NCT02732119	cohort a	f (smallest outcome index)	2
NCT02732119	cohort b	f (smallest outcome index)	2
NCT02732119	cohort c	f (smallest outcome index)	2
NCT02761694	part 1: vevorisertib 5 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 10 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 20 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 25 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 25 mg qod	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 50 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 75 mg qd	f (smallest outcome index)	3
NCT02761694	part 1: vevorisertib 100 mg qd	f (smallest outcome index)	3
NCT02761694	part 2: vevorisertib 50 mg qd plus paclitaxel	f (smallest outcome index)	3
NCT02761694	part 2: vevorisertib 75 mg qd plus paclitaxel	f (smallest outcome index)	3
NCT02761694	part 2: vevorisertib 50 mg qd plus fulvestrant	f (smallest outcome index)	3
NCT02761694	part 2: vevorisertib 75 mg qd plus fulvestrant	f (smallest outcome index)	3
NCT02982954	cohort 1	f (smallest outcome index)	2
NCT02982954	cohort 2	f (smallest outcome index)	2
NCT02982954	cohort 3	f (smallest outcome index)	2
NCT02982954	cohort 4	f (smallest outcome index)	2
NCT02768701	experimental: single arm	f (smallest outcome index)	2
NCT03093155	ixabepilone	f (smallest outcome index)	2
NCT03093155	ixabepilone + bevacizumab	f (smallest outcome index)	2
NCT02255110	th-302 and doxorubicin	f (smallest outcome index)	2
NCT02759835	tyrosine kinase inhibitor naïve epidermal growth factor receptor *mutated non small cell lung cancer	f (smallest outcome index)	2
NCT02759835	egfr mutated nsclc progressed on prior 1st/2nd generation egfr tki therapy &acquired t790m mutation	f (smallest outcome index)	2
NCT02759835	epidermal growth factor receptor mutated non small cell lung cancer progressed on osimertinib	f (smallest outcome index)	2
NCT02759835	all participants in cohorts 1, 2, and 3	f (smallest outcome index)	2
NCT02578641	chemo + ebv-ctl	f (smallest outcome index)	3
NCT02578641	chemo only	f (smallest outcome index)	3
NCT02242942	obinutuzumab + chlorambucil	f (smallest outcome index)	2
NCT02242942	obinutuzumab + venetoclax	f (smallest outcome index)	2
NCT01937715	pf-05212384+5-fu+irinotecan+leucovorin:dose level 1	e (largest Participants denominator)	2
NCT01937715	pf-05212384+5-fu+irinotecan+leucovorin:dose level 2a	e (largest Participants denominator)	2
NCT01937715	pf-05212384+5-fu+irinotecan+leucovorin:dose level 2b	e (largest Participants denominator)	2
NCT01937715	pf-05212384+5-fu+irinotecan+leucovorin:dose level 3	e (largest Participants denominator)	2
NCT01937715	pf-05212384+5-fu+irinotecan+leucovorin:dose level 4	e (largest Participants denominator)	2
NCT02460224	phase 1: lag525 1 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 3 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 5 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 10 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 15 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 240 mg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 400 mg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 3 mg/kg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 5 mg/kg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 10 mg/kg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 0.3 mg/kg q2w + pdr001 1 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 1 mg/kg q2w + pdr001 1 mg/kg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 80 mg q2w + pdr001 80 mg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 80 mg q2w + pdr001 240 mg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 240 mg q2w + pdr001 240 mg q2w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 240 mg q3w + pdr001 300 mg q3w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 400 mg q3w + pdr001 300 mg q3w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 600 mg q3w + pdr001 300 mg q3w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 80 mg q4w + pdr001 240 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 400 mg q4w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 800 mg q4w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 1000 mg q4w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 80 mg q2w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 240 mg q2w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02460224	phase 1: lag525 300 mg q2w + pdr001 400 mg q4w	f (smallest outcome index)	4
NCT02923531	x4p-001 plus nivolumab	f (smallest outcome index)	4
NCT02783599	olaratumab + doxorubicin	f (smallest outcome index)	2
NCT03042611	rivoceranib plus best supportive care (bsc)	f (smallest outcome index)	2
NCT03042611	placebo plus bsc	f (smallest outcome index)	2
NCT02519348	part 1: tremelimumab 1 mg/kg + durvalumab 20 mg/kg	f (smallest outcome index)	2
NCT02519348	parts 2 and 3: durvalumab 1500 mg	f (smallest outcome index)	2
NCT02519348	parts 2 and 3: tremelimumab 300 mg + durvalumab 1500 mg	f (smallest outcome index)	2
NCT02519348	parts 2 and 3: tremelimumab 750 mg	f (smallest outcome index)	2
NCT02519348	parts 2 and 3: tremelimumab 75 mg + durvalumab 1500 mg	f (smallest outcome index)	2
NCT02519348	part 4: durvalumab 1120 mg + bevacizumab 15 mg/kg	f (smallest outcome index)	2
NCT02519348	china cohort: durvalumab 20 mg/kg	f (smallest outcome index)	2
NCT02519348	china cohort: tremelimumab 10 mg/kg	f (smallest outcome index)	2
NCT02519348	china cohort: tremelimumab 1 mg/kg + durvalumab 20 mg/kg	f (smallest outcome index)	2
NCT02562378	cohort 1, trastuzumab + doxorubicin (45 mg/m2)	f (smallest outcome index)	2
NCT02562378	cohort 2, trastuzumab + doxorubicin (50 mg/m2)	f (smallest outcome index)	2
NCT02562378	cohort 3, trastuzumab + doxorubicin (60 mg/m2)	f (smallest outcome index)	2
NCT02151981	osimertinib 80mg	f (smallest outcome index)	2
NCT02151981	chemotherapy	f (smallest outcome index)	2
NCT02401815	part 2b: cgt9486 500 mg qd + pexidartinib 600 mg (fasting)	f (smallest outcome index)	2
NCT02401815	part 2b: cgt9486 500 mg qd + pexidartinib 600 mg (non-fasting)	f (smallest outcome index)	2
NCT02401815	part 2e: cgt9486 500 mg qd + sunitinib 25 mg	f (smallest outcome index)	2
NCT02401815	part 2e: cgt9486 1000 mg qd + sunitinib 25 mg	f (smallest outcome index)	2
NCT02401815	part 2e: cgt9486 1000 mg qd + sunitinib 37.5 mg	f (smallest outcome index)	2
NCT02920008	guadecitabine	f (smallest outcome index)	2
NCT02920008	treatment choice (tc)	f (smallest outcome index)	2
NCT02406742	arm a	f (smallest outcome index)	2
NCT02406742	arm b	f (smallest outcome index)	2
NCT02406742	arm c	f (smallest outcome index)	2
NCT02014441	talimogene laherparepvec	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 1a	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 1b	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 2	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 3	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 4	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 5	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 6	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 7	f (smallest outcome index)	3
NCT02660034	part b: dose expansion phase - arm 8	f (smallest outcome index)	3
NCT02290431	lbh589 + bortezomib + dexamethasone	f (smallest outcome index)	2
NCT02395172	avelumab	e (largest Participants denominator)	2
NCT02395172	docetaxel	e (largest Participants denominator)	2
NCT02723955	part 1a: feladilimab (fela) 0.001 milligram/kilogram (mg/kg)	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 0.003 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 0.010 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 0.030 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 0.100 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 0.300 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 1.000 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 3.000 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1a: fela 10.000 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1b: fela 0.300 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1b: fela 1.000 mg/kg	e (largest Participants denominator)	2
NCT02723955	part 1b: fela 24 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 0.100 mg/kg + pembro 200 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 0.300 mg/kg + pembro 200 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 1.000 mg/kg + pembro 200 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 3.000 mg/kg + pembro 200 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 24 mg + pembro 200 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 48 mg + pembro 400 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 160 mg + pembro 400 mg	e (largest Participants denominator)	2
NCT02723955	part 2b: fela 80 mg + pembro 200 mg	e (largest Participants denominator)	2
NCT02275910	part 2: e7090 140 mg with gastric cancer	f (smallest outcome index)	2
NCT02275910	part 2: e7090 140 mg with cholangiocarcinoma	f (smallest outcome index)	2
NCT02357810	treatment (pazopanib hydrochloride, topotecan hydrochloride)	f (smallest outcome index)	2
NCT02383966	cetuximab + cisplatin/carboplatin + 5-fluorouracil	f (smallest outcome index)	2
NCT02383966	cisplatin/carboplatin + 5-flurouracil	f (smallest outcome index)	2
NCT03138499	nivolumab + brentuximab vedotin (bv)	f (smallest outcome index)	2
NCT03138499	brentuximab vedotin (bv)	f (smallest outcome index)	2
NCT02719574	phase 2: cohort 4; ft-2102 + azacitidine (combination therapy)	e (largest Participants denominator)	2
NCT02719574	phase 2: cohort 5; ft-2102 + azacitidine (combination therapy)	e (largest Participants denominator)	2
NCT03126110	phase 1 group a: incagn01876 1.0 mg/kg q2w + nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group a: incagn01876 3.0 mg/kg q2w + nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group a: incagn01876 5.0 mg/kg q2w + nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group a: incagn01876 10.0 mg/kg q2w + nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group b: incagn01876 1.0 mg/kg q2w, then nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group b: incagn01876 3.0 mg/kg q2w, then nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group b: incagn01876 5.0 mg/kg q2w, then nivolumab 240 mg q2w	f (smallest outcome index)	3
NCT03126110	phase 1 group c: incagn01876 1.0 mg/kg q2w + ipilimumab 1 mg/kg q6w	f (smallest outcome index)	3
NCT03126110	phase 1 group c: incagn01876 3.0 mg/kg q2w + ipilimumab 1 mg/kg q6w	f (smallest outcome index)	3
NCT03126110	phase 1 group c: incagn01876 5.0 mg/kg q2w + ipilimumab 1 mg/kg q6w	f (smallest outcome index)	3
NCT03126110	phase 1 group d: incagn01876 + nivolumab + ipilimumab	f (smallest outcome index)	2
NCT02875223	part a 1.25 mg	f (smallest outcome index)	2
NCT02875223	part a 2.5 mg	f (smallest outcome index)	2
NCT02875223	part a 5 mg	f (smallest outcome index)	2
NCT02875223	part a 10 mg	f (smallest outcome index)	2
NCT02875223	part a 20 mg	f (smallest outcome index)	2
NCT02875223	part a 40 mg	f (smallest outcome index)	2
NCT02875223	part a 60 mg	f (smallest outcome index)	2
NCT02875223	part a 80 mg	f (smallest outcome index)	2
NCT02875223	part a 120 mg	f (smallest outcome index)	2
NCT02875223	part b - lung nets - 60 mg	f (smallest outcome index)	2
NCT02875223	part b - nepc - 60 mg	f (smallest outcome index)	2
NCT02875223	part b - mzl - 60 mg	f (smallest outcome index)	2
NCT02875223	part b - japanese cohort - 60 mg	f (smallest outcome index)	2
NCT02082977	part 1:gsk2816126 800 mg twice-weekly	e (largest Participants denominator)	2
NCT02082977	part 1:gsk2816126 1200 mg twice-weekly	f (smallest outcome index)	2
NCT02082977	part 1:gsk2816126 1800 mg twice-weekly	f (smallest outcome index)	2
NCT02082977	part 1:gsk2816126 2400 mg twice-weekly	e (largest Participants denominator)	2
NCT02082977	part 1:gsk2816126 3000 mg twice-weekly	e (largest Participants denominator)	2
NCT02481050	eribulin mesylate 1.4 mg/m^2	f (smallest outcome index)	2
NCT02599324	cohort 1 (rcc): ibrutinib 560 mg + everolimus	f (smallest outcome index)	2
NCT02599324	cohort 1 (rcc): ibrutinib 840 mg + everolimus	e (largest Participants denominator)	3
NCT02599324	cohort 2 (uc): ibrutinib 560 mg + paclitaxel	f (smallest outcome index)	2
NCT02599324	cohort 2 (uc): ibrutinib 840 mg + paclitaxel	e (largest Participants denominator)	3
NCT02599324	cohort 4 (crc): ibrutinib 560 mg + cetuximab	f (smallest outcome index)	2
NCT02928224	combined safety lead-in	f (smallest outcome index)	2
NCT02928224	phase 3: doublet arm	f (smallest outcome index)	2
NCT02489903	rrx-001 + platinum doublet (a01-09)	f (smallest outcome index)	2
NCT02489903	rrx-001 + platinum + rrx-001 (a10)	f (smallest outcome index)	2
NCT02489903	investigator's choice (a10)	f (smallest outcome index)	2
NCT03001882	part 1: pd-l1- status	f (smallest outcome index)	3
NCT03001882	part 1: not evaluable/indeterminate pd-l1 status	f (smallest outcome index)	3
NCT03001882	part 2: pd-l1- status	e (largest Participants denominator)	3
NCT03001882	part 2: pd-l1- status	f (smallest outcome index)	2
NCT03001882	part 1: pd-l1+ status	f (smallest outcome index)	2
NCT03001882	part 2: pd-l1 + status	e (largest Participants denominator)	2
NCT03001882	part 1	e (largest Participants denominator)	3
NCT03001882	part 1	f (smallest outcome index)	2
NCT03001882	part 2	e (largest Participants denominator)	3
NCT03001882	part 2	f (smallest outcome index)	2
NCT02404441	1mg/kg q2w	f (smallest outcome index)	4
NCT02404441	3mg/kg q2w	f (smallest outcome index)	4
NCT02404441	10mg/kg q2w	f (smallest outcome index)	4
NCT02404441	all phase i q2w	f (smallest outcome index)	4
NCT02404441	3mg/kg q4w	f (smallest outcome index)	4
NCT02404441	5mg/kg q4w	f (smallest outcome index)	4
NCT02404441	all phase i q4w	f (smallest outcome index)	4
NCT02404441	all phase i patients	f (smallest outcome index)	4
NCT02247349	bms 70mg	f (smallest outcome index)	2
NCT02247349	bms 160mg	f (smallest outcome index)	2
NCT02247349	bms 400mg	f (smallest outcome index)	2
NCT02247349	bms 1000mg	f (smallest outcome index)	2
NCT02247349	bms 400mg + nivo 360mg	f (smallest outcome index)	2
NCT02247349	bms 1000mg + nivo 360mg	f (smallest outcome index)	2
NCT02651987	pannet cohort	f (smallest outcome index)	3
NCT02651987	midgut net cohort	f (smallest outcome index)	3
NCT02551991	dose exploration: cohort 1	f (smallest outcome index)	2
NCT02551991	dose exploration: cohort -1	f (smallest outcome index)	2
NCT02551991	dose exploration: cohort -2b	f (smallest outcome index)	2
NCT02551991	dose exploration: cohort -3	f (smallest outcome index)	2
NCT02551991	dose expansion: cohort -1	f (smallest outcome index)	2
NCT02551991	cohort -1: pooled	f (smallest outcome index)	2
NCT02600897	dose-escalation phase: 1.4 mg pola + 20 mg l + 1000 mg g in fl	f (smallest outcome index)	2
NCT02600897	dose-escalation phase: 1.8 mg pola + 20 mg l + 375 mg r in dlbcl	e (largest Participants denominator)	2
NCT02600897	expansion phase: 1.4 mg pola + 20 mg l + 1000 mg g in fl	e (largest Participants denominator)	2
NCT02600897	expansion phase: 1.8 mg pola + 20 mg l + 375 mg r in dlbcl	e (largest Participants denominator)	2
NCT02509507	part 1: monotherapy group a	f (smallest outcome index)	4
NCT02509507	part 1: monotherapy group b	f (smallest outcome index)	4
NCT02509507	part 1: combination therapy group a	f (smallest outcome index)	4
NCT02509507	part 1: combination therapy group b	f (smallest outcome index)	4
NCT02134015	placebo + erlotinib	e (largest Participants denominator)	2
NCT02134015	patritumab + erlotinib	e (largest Participants denominator)	2
NCT02733042	part 1, arm a: dur 1500 mg + len 20 mg	f (smallest outcome index)	2
NCT02733042	part 1, arm a: dur 1500 mg + len 20 mg + rit 375 mg/m2	f (smallest outcome index)	2
NCT02733042	part 1, arm a: dur 1500 mg + len 10 mg + rit 375 mg/m2	f (smallest outcome index)	2
NCT02733042	part 1, arm b: dur 1500 mg + ibr 420 mg	f (smallest outcome index)	2
NCT02733042	part 1, arm b: dur 1500 mg + ibr 560 mg	f (smallest outcome index)	2
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2	f (smallest outcome index)	2
NCT02733042	part 1, arm c: dur 1500 mg + ben 70 mg/m2	f (smallest outcome index)	2
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	f (smallest outcome index)	2
NCT02733042	part 1, arm c: dur 1500 mg + rit 375 mg/m2 + ben 90 mg/m2	f (smallest outcome index)	2
NCT02733042	part 2, arm b cll/sll: dur 1500 mg + ibr 420 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm b mcl: dur 1500 mg + ibr 560 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm c fl: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	f (smallest outcome index)	2
NCT02733042	part 2 arm c dlbcl: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	f (smallest outcome index)	2
NCT02733042	part 2, arm c cll/sll: dur 1500 mg + rit 375 mg/m2 + ben 70 mg/m2	f (smallest outcome index)	2
NCT02733042	part 2, arm d fl: dur 1500 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm d dlbcl: dur 1500 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm d cll/sll: dur 1500 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm d mcl: dur 1500 mg	f (smallest outcome index)	2
NCT02733042	part 2, arm d hl: dur 1500 mg	f (smallest outcome index)	2
NCT02762981	segment i: continuous dosing regimens	f (smallest outcome index)	2
NCT02762981	segment ii: intermittent dosing regimens	f (smallest outcome index)	2
NCT02124772	part a - tmt 0.0125 mg/kg/day	f (smallest outcome index)	2
NCT02124772	part a - tmt 0.025 mg/kg/day	f (smallest outcome index)	2
NCT02124772	part a - tmt 0.032 mg/kg/day	f (smallest outcome index)	2
NCT02124772	part a - tmt 0.04 mg/kg/day	f (smallest outcome index)	2
NCT02124772	part b - neuroblastoma	f (smallest outcome index)	2
NCT02124772	part b - lgg fusion	f (smallest outcome index)	2
NCT02124772	part b - nf-1 with pn	f (smallest outcome index)	2
NCT02124772	part b - braf v600 mutant solid tumor	f (smallest outcome index)	2
NCT02124772	part c - tmt 0.025 mg/kg/day + 50% drb rp2d	f (smallest outcome index)	2
NCT02124772	part c - tmt 0.025 mg/kg/day + 100% drb rp2d	f (smallest outcome index)	2
NCT02124772	part c - tmt 0.032 mg/kg/day + 100% drb rp2d	f (smallest outcome index)	2
NCT02124772	part d - lgg	f (smallest outcome index)	2
NCT02124772	part d - lch	f (smallest outcome index)	2
NCT03312738	everolimus + exemestane	f (smallest outcome index)	2
NCT03312738	placebo + exemestane	f (smallest outcome index)	2
NCT02540291	e7046 125 mg	f (smallest outcome index)	2
NCT02540291	e7046 250 mg	f (smallest outcome index)	2
NCT02540291	e7046 500 mg	f (smallest outcome index)	2
NCT02540291	e7046 750 mg	f (smallest outcome index)	2
NCT03126591	15 mg/kg olaratumab + 200 mg pembrolizumab - dose escalation	f (smallest outcome index)	2
NCT03126591	20 mg/kg olaratumab + 200 mg pembrolizumab - dose escalation	f (smallest outcome index)	2
NCT03126591	20 mg/kg olaratumab + 200 mg pembrolizumab - dose expansion	f (smallest outcome index)	2
NCT02667886	x4p-001 200 mg bid with axitinib	e (largest Participants denominator)	4
NCT02667886	x4p-001 200 mg bid with axitinib	f (smallest outcome index)	3
NCT02667886	x4p-001 400 mg qd with axitinib	e (largest Participants denominator)	4
